,Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
744322,CAE,ORD,"Columbia, SC","Chicago, IL",666,33.9388008117676,-81.119499206543,41.97859955,-87.90480042
170641,PIT,ALB,"Pittsburgh, PA","Albany, NY",367,40.49150085,-80.23290253,42.7482986450195,-73.8016967773438
2106486,BRO,CLE,"Brownsville, TX","Cleveland, OH",1391,25.9067993164062,-97.4259033203125,41.4117012024,-81.8498001099
268447,CVG,CPR,"Cincinnati, OH","Casper, WY",1167,39.0488014221,-84.6678009033,42.90800095,-106.4639969
2297005,GPT,PNS,"Gulfport, MS","Pensacola, FL",112,30.4073009490967,-89.0700988769531,30.473400115967,-87.186599731445
2542593,SAN,DSM,"San Diego, CA","Des Moines, IA",1428,32.7336006165,-117.190002441,41.5340003967285,-93.6631011962891
3605793,CAK,COS,"Akron, OH","Colorado Springs, CO",1242,40.9160995483398,-81.4421997070312,38.805801391602,-104.70099639893
44368,IAD,FNT,"Washington, DC","Flint, MI",430,38.94449997,-77.45580292,42.9654006958008,-83.7435989379883
1659960,EUG,LWS,"Eugene, OR","Lewiston, ID",340,44.1245994567871,-123.21199798584,46.3745002746582,-117.014999389648
41815,EWR,FNT,"Newark, NJ","Flint, MI",518,40.6925010681152,-74.168701171875,42.9654006958008,-83.7435989379883
270925,LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,33.94250107,-118.4079971,32.896800994873,-97.0380020141602
1463284,STL,ROW,"St. Louis, MO","Roswell, NM",876,38.7486991882324,-90.370002746582,33.3016014099121,-104.53099822998
323853,AGS,DAL,"Augusta, GA","Dallas, TX",863,33.3698997497559,-81.9645004272461,32.8470993041992,-96.8517990112305
31023,PNS,ACT,"Pensacola, FL","Waco, TX",601,30.473400115967,-87.186599731445,31.6112995147705,-97.2304992675781
1001880,STC,DTW,"St. Cloud, MN","Detroit, MI",582,45.5466003417969,-94.0598983764648,42.2123985290527,-83.353401184082
22134,BFI,RNO,"Seattle, WA","Reno, NV",569,47.5299987792969,-122.302001953125,39.4990997314453,-119.767997741699
2321646,SJC,SAN,"San Jose, CA","San Diego, CA",417,37.3625984191895,-121.929000854492,32.7336006165,-117.190002441
3486990,TUL,SPS,"Tulsa, OK","Wichita Falls, TX",212,36.1983985900879,-95.8880996704102,33.98880005,-98.49189758
1267542,SDM,OAK,"San Diego, CA","Oakland, CA",462,32.572299957275,-116.98000335693,37.7212982177734,-122.221000671387
1554487,STL,BPT,"St. Louis, MO","Beaumont, TX",641,38.7486991882324,-90.370002746582,29.9507999420166,-94.0206985473633
1888323,BGR,ALO,"Bangor, ME","Waterloo, IA",1187,44.8073997497559,-68.8281021118164,42.5570983886719,-92.4002990722656
2364484,MOB,STL,"Mobile, AL","St. Louis, MO",568,30.691200256348,-88.242797851562,38.7486991882324,-90.370002746582
1307796,TTN,MCO,"Trenton, NJ","Orlando, FL",897,40.2766990661621,-74.8134994506836,28.4293994903564,-81.3089981079102
2220414,ELP,LEX,"El Paso, TX","Lexington, KY",1305,31.80719948,-106.3779984,38.0364990234375,-84.6059036254883
1036981,LAX,BIF,"Los Angeles, CA","El Paso, TX",714,33.94250107,-118.4079971,31.84950066,-106.3799973
2638911,AVL,PIT,"Asheville, NC","Pittsburgh, PA",371,35.4361991882324,-82.5418014526367,40.49150085,-80.23290253
1923663,IND,AVL,"Indianapolis, IN","Asheville, NC",360,39.7173,-86.294403,35.4361991882324,-82.5418014526367
2137215,ANC,KTN,"Anchorage, AK","Ketchikan, AK",774,61.1744003295898,-149.996002197266,55.35559845,-131.7140045
3495545,BIL,SLC,"Billings, MT","Salt Lake City, UT",387,45.8077011108398,-108.542999267578,40.7883987426758,-111.977996826172
1552760,AUS,ATW,"Austin, TX","Appleton, WI",1092,30.1944999694824,-97.6698989868164,44.2580986023,-88.5190963745
557795,GSP,TUP,"Greenville, SC","Tupelo, MS",376,34.8956985474,-82.2189025879,34.2681007385254,-88.7698974609375
